class,opcode_hex,opcode_dec,direction
FL2C_respond_purchase_list_on_exchange_Message,0x1d02,7426,FL2C
FL2C_respond_settlement_of_exchange_Message,0x1d15,7445,FL2C
FL2C_respond_to_cancellation_of_sale_item_on_exchange_Message,0x1d0f,7439,FL2C
FL2C_respond_to_purchase_item_on_exchange_Message,0x1d13,7443,FL2C
FL2C_respond_to_registration_of_sale_item_on_exchange_Message,0x1d0d,7437,FL2C
FL2C_respond_to_reregistration_of_sale_item_on_exchange_Message,0x1d11,7441,FL2C
FL2C_restore_schedule_list_Message,0x0534,1332,FL2C
FL2C_reward_detail_info_Message,,,FL2C
FL2C_rover_item_update_Message,,,FL2C
FL2C_save_position_data_info_Message,0x034f,847,FL2C
FL2C_sequence_wait_enter_map_Message,,,FL2C
FL2C_server_debug_log_Message,,,FL2C
FL2C_server_error_Message,,,FL2C
FL2C_skill_enchant_infos_Message,0x0704,1796,FL2C
FL2C_skill_use_order_infos_Message,0x070b,1803,FL2C
FL2C_skillbook_infos_Message,0x0707,1799,FL2C
FL2C_stackable_item_update_Message,,,FL2C
FL2C_system_msg_Message,0x0e09,3593,FL2C
FL2C_system_msg_list_Message,0x0e0a,3594,FL2C
FL2C_tactical_lab_battle_module_update_Message,0x220f,8719,FL2C
FL2C_tactical_lab_battle_record_update_Message,0x2201,8705,FL2C
FL2C_trade_begin_Message,0x2509,9481,FL2C
FL2C_trade_result_Message,0x251e,9502,FL2C
FL2C_ultimate_gear_hangar_slot_update_Message,0x1508,5384,FL2C
FL2C_ultimate_gear_update_Message,,,FL2C
FL2C_unjust_pk_info_Message,0x0355,853,FL2C
FL2C_update_challenge_mode_squad_register_Message,0x0362,866,FL2C
FL2C_update_exp_Message,,,FL2C
FL2C_update_friend_state_Message,0x1010,4112,FL2C
FL2C_update_identity_verification_Message,0x0214,532,FL2C
FL2C_update_item_cooltime_group_info_Message,,,FL2C
FL2C_update_member_info_unityalliance_Message,0x2a19,10777,FL2C
FL2C_update_pk_chase_Message,,,FL2C
FL2C_update_register_device_Message,0x0216,534,FL2C
FL2C_update_tactical_lab_battle_simulation_map_content_complete_Message,0x220c,8716,FL2C
FL2C_update_trade_list_Message,0x2510,9488,FL2C
FL2C_update_transaction_Message,0x251d,9501,FL2C
FL2C_use_item_box_reward_list_Message,,,FL2C
FL2C_use_weapon_costume_reward_list_Message,,,FL2C
FL2C_user_battlepass_level_list_Message,0x1e13,7699,FL2C
FL2C_user_battlepass_level_update_Message,0x1e10,7696,FL2C
FL2C_user_battlepass_mission_list_Message,0x1e15,7701,FL2C
FL2C_user_battlepass_mission_update_Message,0x1e12,7698,FL2C
FL2C_user_battlepass_reward_record_list_Message,0x1e14,7700,FL2C
FL2C_user_battlepass_reward_record_update_Message,0x1e11,7697,FL2C
FL2C_user_fake_mail_reward_record_list_Message,0x1e57,7767,FL2C
FL2C_user_fake_mail_reward_record_update_Message,0x1e5a,7770,FL2C
FL2C_user_info_Message,,,FL2C
FL2C_user_once_mail_reward_record_list_Message,0x1e3a,7738,FL2C
FL2C_user_once_mail_reward_record_update_Message,0x1e3d,7741,FL2C
FL2C_user_paypass_level_list_Message,0x1e1f,7711,FL2C
FL2C_user_paypass_level_update_Message,0x1e1d,7709,FL2C
FL2C_user_paypass_mission_list_Message,0x1e21,7713,FL2C
FL2C_user_paypass_mission_update_Message,0x1e1e,7710,FL2C
FL2C_user_paypass_reward_record_list_Message,0x1e20,7712,FL2C
FL2C_user_time_mail_reward_record_list_Message,0x1e36,7734,FL2C
FL2C_user_time_mail_reward_record_update_Message,0x1e34,7732,FL2C
FL2C_wait_end_enter_map_Message,,,FL2C
FL2C_warehouse_batch_option_info_Message,0x1f0e,7950,FL2C
FL2C_warehouse_batch_put_in_option_info_Message,0x1f0b,7947,FL2C
FL2C_warehouse_equip_item_update_Message,0x1f07,7943,FL2C
FL2C_warehouse_stackable_item_update_Message,0x1f08,7944,FL2C
FL2C_world_group_chat_block_info_Message,0x0e1c,3612,FL2C
