CollectionIndex,Number,StatType,StatValue,StatEnum,StatNamePTBR
200086,2,144,20,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
200087,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
200088,2,99,1,STAT_WEAPONATKRES,Res ATQ de Arma
200089,2,113,50,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
200090,2,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
200091,2,105,1,STAT_F_ADDDMG,Dano Fixo de Força
200092,2,116,50,STAT_SKILLDMGDECRATE_ALL,Red. de Dano de Hab.
200093,2,101,1,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
200094,2,104,1,STAT_P_ADDDMG,Dano Físico Fixo
200095,2,95,1,STAT_MAXFP,FP Máx.
200096,2,15,50,STAT_P_ACCEPTCRIDMGDECRATE,Red. de Dano Crít. FÍS
200097,2,36,1,STAT_DEFPOW,DEF
200098,2,104,1,STAT_P_ADDDMG,Dano Físico Fixo
200099,2,37,40,STAT_MAXHP,HP Máx.
200100,2,35,2,STAT_ATKPOW,ATQ
200101,0,0,0,,
200102,0,0,0,,
200103,0,0,0,,
200104,0,0,0,,
200105,0,0,0,,
200106,3,37,40,STAT_MAXHP,HP Máx.
200107,3,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
200108,3,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
200109,3,144,5,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
200110,3,37,40,STAT_MAXHP,HP Máx.
200111,3,7,2,STAT_P_ATKPOW,ATQ Físico
200112,3,11,2,STAT_P_CRIDMG,Dano Crít. FÍS
200113,3,20,2,STAT_F_ATKPOW,ATQ de Força
200114,3,24,2,STAT_F_CRIDMG,Dano Crít. FOR
200115,3,39,2,STAT_CRIDMG,Dano Crítico
200116,2,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
200117,2,150,2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
200118,2,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
200119,2,91,20,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
200120,2,105,2,STAT_F_ADDDMG,Dano Fixo de Força
200121,2,40,2,STAT_DODGEPOW,Evasão
200122,2,159,2,STAT_P_DEFPIERCE,Penetração de DEF Física
200123,2,42,2,STAT_CRIRESPOW,Res. a Crítico
200124,2,162,2,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
200125,2,102,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.
200126,3,148,3,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
200127,3,150,3,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
200128,3,85,3,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
200129,3,148,3,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
200130,3,150,3,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
200131,3,37,50,STAT_MAXHP,HP Máx.
200132,3,78,1,STAT_CUTTINGPOW,ATQ de Corte
200133,3,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
200134,3,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
200135,3,96,1,STAT_MAXFPRATE,Aumento de FP Máx.
200136,3,8,2,STAT_P_DEFPOW,DEF Física
200137,3,37,60,STAT_MAXHP,HP Máx.
200138,3,21,2,STAT_F_DEFPOW,DEF de Força
200139,3,104,4,STAT_P_ADDDMG,Dano Físico Fixo
200140,3,103,4,STAT_DOUBLERES,Res ATQ Máx.
200141,3,39,6,STAT_CRIDMG,Dano Crítico
200142,3,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
200143,3,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
200144,3,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
200145,3,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
200146,3,20,2,STAT_F_ATKPOW,ATQ de Força
200147,3,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
200148,3,7,2,STAT_P_ATKPOW,ATQ Físico
200149,3,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
200150,3,38,1,STAT_HITPOW,Precisão
200151,2,39,4,STAT_CRIDMG,Dano Crítico
200152,2,78,2,STAT_CUTTINGPOW,ATQ de Corte
200153,2,42,1,STAT_CRIRESPOW,Res. a Crítico
200154,2,132,200,STAT_SLEEPRESRATE,Resistência a Sono
200155,2,121,200,STAT_SLEEPHITRATE,Taxa de Acerto de Sono
200156,3,159,2,STAT_P_DEFPIERCE,Penetração de DEF Física
200157,3,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
200158,3,91,15,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
200159,3,105,3,STAT_F_ADDDMG,Dano Fixo de Força
200160,3,9,2,STAT_P_HITPOW,Precisão Física
200161,3,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
200162,3,115,200,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
200163,3,8,2,STAT_P_DEFPOW,DEF Física
200164,3,102,3,STAT_DOUBLE,Taxa Acer. ATQ Máx.
200165,3,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
200166,3,11,6,STAT_P_CRIDMG,Dano Crít. FÍS
200167,3,113,200,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
200168,3,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
200169,3,7,2,STAT_P_ATKPOW,ATQ Físico
200170,3,126,200,STAT_PULLHITRATE,Taxa de Acerto de Puxão
200171,3,157,6,STAT_P_CRIRESPOWRATE,Aum. de Res Crít. FÍS
200172,3,21,2,STAT_F_DEFPOW,DEF de Força
200173,3,20,2,STAT_F_ATKPOW,ATQ de Força
200174,3,120,200,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
200175,3,24,6,STAT_F_CRIDMG,Dano Crít. FOR
200176,3,162,2,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
200177,3,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
200178,3,131,200,STAT_PROVOCATIONRESRATE,Resistência a Provocação
200179,3,22,2,STAT_F_HITPOW,Precisão de Força
200180,3,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
250000,0,0,0,,
250001,0,0,0,,
250002,0,0,0,,
250003,0,0,0,,
250004,0,0,0,,
250005,0,0,0,,
250006,0,0,0,,
250007,0,0,0,,
250008,0,0,0,,
250009,0,0,0,,
250010,0,0,0,,
250011,0,0,0,,
250012,0,0,0,,
250013,0,0,0,,
250014,0,0,0,,
250015,0,0,0,,
250016,0,0,0,,
250017,0,0,0,,
250018,0,0,0,,
250019,0,0,0,,
250020,0,0,0,,
250021,0,0,0,,
250022,0,0,0,,
250023,0,0,0,,
250024,0,0,0,,
250025,0,0,0,,
250026,0,0,0,,
250027,0,0,0,,
250028,0,0,0,,
250029,0,0,0,,
250030,0,0,0,,
250031,0,0,0,,
250032,0,0,0,,
250033,0,0,0,,
250034,0,0,0,,
250035,0,0,0,,
250036,0,0,0,,
250037,0,0,0,,
250038,0,0,0,,
250039,0,0,0,,
250040,0,0,0,,
250041,1,89,50,STAT_CREDITDROPINCRATE,Ganho Créditos
250042,1,8,3,STAT_P_DEFPOW,DEF Física
250043,1,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
250044,1,21,3,STAT_F_DEFPOW,DEF de Força
250045,1,131,50,STAT_PROVOCATIONRESRATE,Resistência a Provocação
250046,1,78,4,STAT_CUTTINGPOW,ATQ de Corte
250047,1,76,4,STAT_IMPULSIVEPOW,ATQ de Impacto
250048,1,74,4,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250049,1,23,4,STAT_F_CRIHITPOW,Taxa Crít. FOR
250050,1,108,4,STAT_F_SUBDMG,Res. Dano Força Fixo
250051,1,37,60,STAT_MAXHP,HP Máx.
250052,1,152,4,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
250053,1,90,50,STAT_EXPDROPINCRATE,Ganho de EXP
250054,0,0,0,,
250055,0,0,0,,
250056,0,0,0,,
250057,0,0,0,,
250058,0,0,0,,
250059,0,0,0,,
250060,0,0,0,,
250061,0,0,0,,
250062,0,0,0,,
250063,0,0,0,,
250064,0,0,0,,
250065,0,0,0,,
250066,0,0,0,,
250067,0,0,0,,
250068,0,0,0,,
250069,0,0,0,,
250070,0,0,0,,
250071,0,0,0,,
250072,0,0,0,,
250073,0,0,0,,
250074,0,0,0,,
250075,0,0,0,,
250076,0,0,0,,
250077,0,0,0,,
250078,0,0,0,,
250079,0,0,0,,
250080,0,0,0,,
250081,0,0,0,,
250082,0,0,0,,
250083,0,0,0,,
250084,0,0,0,,
250085,0,0,0,,
250086,0,0,0,,
250087,0,0,0,,
250088,0,0,0,,
250089,0,0,0,,
250090,0,0,0,,
250091,0,0,0,,
250092,0,0,0,,
250093,0,0,0,,
250094,0,0,0,,
250095,0,0,0,,
250096,0,0,0,,
250097,0,0,0,,
250098,0,0,0,,
250099,0,0,0,,
250100,0,0,0,,
250101,0,0,0,,
250102,0,0,0,,
250103,0,0,0,,
250104,0,0,0,,
250105,0,0,0,,
250106,0,0,0,,
250107,0,0,0,,
250108,2,104,2,STAT_P_ADDDMG,Dano Físico Fixo
250109,2,102,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.
250110,2,105,2,STAT_F_ADDDMG,Dano Fixo de Força
250111,2,124,50,STAT_KNOCKBACKHITRATE,Taxa de Acerto de Repulsão
250112,2,37,120,STAT_MAXHP,HP Máx.
250113,2,9,2,STAT_P_HITPOW,Precisão Física
250114,2,25,50,STAT_F_GIVECRIDMGINCRATE,Aum. de Dano Crít. FOR
250115,2,58,50,STAT_SKILLREUSEDECRATE_ALL,Red. de Tempo Rec. de Hab.
250116,2,40,2,STAT_DODGEPOW,Evasão
250117,2,35,1,STAT_ATKPOW,ATQ
250118,2,155,2,STAT_P_CRIRESPOW,Res. Crít. FÍS
250119,2,156,2,STAT_F_CRIRESPOW,Res. Crít. FOR
250120,2,151,2,STAT_PVE_ADDDMG,Dano Fixo PvE
250121,2,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
250122,2,105,2,STAT_F_ADDDMG,Dano Fixo de Força
250123,2,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
250124,2,100,2,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
250125,2,39,2,STAT_CRIDMG,Dano Crítico
250126,2,101,2,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
250127,2,91,20,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
250128,2,37,120,STAT_MAXHP,HP Máx.
250129,2,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
250130,2,124,50,STAT_KNOCKBACKHITRATE,Taxa de Acerto de Repulsão
250131,2,169,50,STAT_HEALDEC,Diminuição da Rec. de Hab. de Cura
250132,2,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
250133,2,22,2,STAT_F_HITPOW,Precisão de Força
250134,2,20,2,STAT_F_ATKPOW,ATQ de Força
250135,2,11,2,STAT_P_CRIDMG,Dano Crít. FÍS
250136,2,150,2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
250137,2,147,2,STAT_FPUSEDEC,Redução de Consumo de FP
250138,2,149,2,STAT_STIFFRESRATE,Resistência a Cambaleio
250139,2,147,2,STAT_FPUSEDEC,Redução de Consumo de FP
250140,2,112,50,STAT_F_DODGEPOW,Evasão de Força
250141,2,112,50,STAT_F_DODGEPOW,Evasão de Força
250142,2,41,3,STAT_CRIHITPOW,Chance de Crítico
250143,2,99,3,STAT_WEAPONATKRES,Res ATQ de Arma
250144,2,24,3,STAT_F_CRIDMG,Dano Crít. FOR
250145,2,86,100,STAT_HPPOTIONREC,Rec. Inj. HP
250146,2,134,100,STAT_SILENCERESRATE,Resistência a Silêncio
250147,2,132,100,STAT_SLEEPRESRATE,Resistência a Sono
250148,2,90,100,STAT_EXPDROPINCRATE,Ganho de EXP
250149,2,102,6,STAT_DOUBLE,Taxa Acer. ATQ Máx.
250150,2,8,2,STAT_P_DEFPOW,DEF Física
250151,2,24,4,STAT_F_CRIDMG,Dano Crít. FOR
250152,2,37,180,STAT_MAXHP,HP Máx.
250153,2,144,40,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
250154,2,86,50,STAT_HPPOTIONREC,Rec. Inj. HP
250155,2,126,50,STAT_PULLHITRATE,Taxa de Acerto de Puxão
250156,2,25,50,STAT_F_GIVECRIDMGINCRATE,Aum. de Dano Crít. FOR
250157,2,123,50,STAT_SILENCEHITRATE,Taxa de Acerto de Silêncio
250158,2,149,2,STAT_STIFFRESRATE,Resistência a Cambaleio
250159,2,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
250160,2,22,2,STAT_F_HITPOW,Precisão de Força
250161,2,120,50,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
250162,2,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
250163,2,51,50,STAT_SKILLDMGDECRATE_SINGLE,Red. de Dano Alvo Úni.
250164,2,100,2,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
250165,2,123,50,STAT_SILENCEHITRATE,Taxa de Acerto de Silêncio
250166,2,124,50,STAT_KNOCKBACKHITRATE,Taxa de Acerto de Repulsão
250167,2,52,50,STAT_SKILLDMGINCRATE_MULTI,Aum. de Dano em Área
250168,2,124,50,STAT_KNOCKBACKHITRATE,Taxa de Acerto de Repulsão
250169,2,21,2,STAT_F_DEFPOW,DEF de Força
250170,2,86,50,STAT_HPPOTIONREC,Rec. Inj. HP
250171,2,20,2,STAT_F_ATKPOW,ATQ de Força
250172,2,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
250173,2,40,2,STAT_DODGEPOW,Evasão
250174,2,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
250175,2,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
250176,2,97,2,STAT_FPRECOVERY,Regen. de FP
250177,2,11,4,STAT_P_CRIDMG,Dano Crít. FÍS
250178,2,132,50,STAT_SLEEPRESRATE,Resistência a Sono
250179,2,144,10,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
250180,2,54,50,STAT_SKILLREUSEDECRATE_SINGLE,Red. de TR ALVO ÚNI.
250181,2,36,2,STAT_DEFPOW,DEF
250182,2,8,2,STAT_P_DEFPOW,DEF Física
250183,2,147,2,STAT_FPUSEDEC,Redução de Consumo de FP
250184,2,148,4,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
250185,2,51,50,STAT_SKILLDMGDECRATE_SINGLE,Red. de Dano Alvo Úni.
250186,2,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
250187,2,36,2,STAT_DEFPOW,DEF
250188,2,113,100,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
250189,2,115,100,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
250190,2,78,3,STAT_CUTTINGPOW,ATQ de Corte
250191,2,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
250192,2,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250193,2,120,100,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
250194,2,148,6,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
250195,2,133,100,STAT_BLINDRESRATE,Resistência a Cegueira
250196,2,99,4,STAT_WEAPONATKRES,Res ATQ de Arma
250197,2,132,100,STAT_SLEEPRESRATE,Resistência a Sono
250198,2,106,4,STAT_ADDDMG,Dano Fixo
250199,2,85,8,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
250200,0,0,0,,
250201,0,0,0,,
250202,0,0,0,,
250203,0,0,0,,
250204,0,0,0,,
250205,0,0,0,,
250206,0,0,0,,
250207,0,0,0,,
250208,0,0,0,,
250209,0,0,0,,
250210,3,37,60,STAT_MAXHP,HP Máx.
250211,3,78,1,STAT_CUTTINGPOW,ATQ de Corte
250212,3,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
250213,3,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
250214,3,78,1,STAT_CUTTINGPOW,ATQ de Corte
250215,3,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250216,3,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250217,3,155,1,STAT_P_CRIRESPOW,Res. Crít. FÍS
250218,3,21,1,STAT_F_DEFPOW,DEF de Força
250219,3,156,1,STAT_F_CRIRESPOW,Res. Crít. FOR
250220,3,8,1,STAT_P_DEFPOW,DEF Física
250221,3,11,2,STAT_P_CRIDMG,Dano Crít. FÍS
250222,3,20,1,STAT_F_ATKPOW,ATQ de Força
250223,3,24,2,STAT_F_CRIDMG,Dano Crít. FOR
250224,3,7,1,STAT_P_ATKPOW,ATQ Físico
250225,3,93,2,STAT_GIVECRIDMGINCRATE,Dano Crít.
250226,3,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
250227,3,103,2,STAT_DOUBLERES,Res ATQ Máx.
250228,3,108,1,STAT_F_SUBDMG,Res. Dano Força Fixo
250229,3,22,1,STAT_F_HITPOW,Precisão de Força
250230,3,9,1,STAT_P_HITPOW,Precisão Física
250231,2,104,2,STAT_P_ADDDMG,Dano Físico Fixo
250232,2,91,30,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
250233,2,150,3,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
250234,2,144,5,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
250235,2,38,1,STAT_HITPOW,Precisão
250236,2,103,2,STAT_DOUBLERES,Res ATQ Máx.
250237,2,149,3,STAT_STIFFRESRATE,Resistência a Cambaleio
250238,2,144,5,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
250239,2,37,90,STAT_MAXHP,HP Máx.
250240,2,120,100,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
250241,2,121,100,STAT_SLEEPHITRATE,Taxa de Acerto de Sono
250242,2,115,100,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
250243,2,113,100,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
250244,2,123,100,STAT_SILENCEHITRATE,Taxa de Acerto de Silêncio
250245,2,168,100,STAT_HEALINCRATE,Aumento de Rec. de Cura
250246,2,100,3,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
250247,2,149,3,STAT_STIFFRESRATE,Resistência a Cambaleio
250248,2,101,3,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
250249,2,147,3,STAT_FPUSEDEC,Redução de Consumo de FP
250250,3,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
250251,3,147,3,STAT_FPUSEDEC,Redução de Consumo de FP
250252,3,169,50,STAT_HEALDEC,Diminuição da Rec. de Hab. de Cura
250253,3,85,3,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
250254,3,149,3,STAT_STIFFRESRATE,Resistência a Cambaleio
250255,3,151,2,STAT_PVE_ADDDMG,Dano Fixo PvE
250256,3,124,50,STAT_KNOCKBACKHITRATE,Taxa de Acerto de Repulsão
250257,3,115,50,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
250258,3,144,10,STAT_PARRYPENETATERATE,Ignorar Red. de Dano do Bloqueio de Arma
250259,3,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
250260,3,177,1,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
250261,3,78,2,STAT_CUTTINGPOW,ATQ de Corte
250262,3,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
250263,3,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250264,3,178,1,STAT_UG_RESTRICTIONHITRATE,Taxa de Acerto de Restrição
250265,3,37,50,STAT_MAXHP,HP Máx.
250266,3,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
250267,3,148,4,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
250268,3,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
250269,3,150,4,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
250270,3,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
250271,3,96,2,STAT_MAXFPRATE,Aumento de FP Máx.
250272,3,20,1,STAT_F_ATKPOW,ATQ de Força
250273,3,155,1,STAT_P_CRIRESPOW,Res. Crít. FÍS
250274,3,39,6,STAT_CRIDMG,Dano Crítico
250275,3,97,2,STAT_FPRECOVERY,Regen. de FP
250276,3,37,70,STAT_MAXHP,HP Máx.
250277,3,85,3,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
250278,3,156,1,STAT_F_CRIRESPOW,Res. Crít. FOR
250279,3,7,1,STAT_P_ATKPOW,ATQ Físico
250280,3,113,50,STAT_P_DODGEPOWRATE,Aumento de Evasão Física
250281,3,151,2,STAT_PVE_ADDDMG,Dano Fixo PvE
250282,3,37,90,STAT_MAXHP,HP Máx.
250283,3,22,2,STAT_F_HITPOW,Precisão de Força
250284,3,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
250285,3,9,2,STAT_P_HITPOW,Precisão Física
250286,3,168,50,STAT_HEALINCRATE,Aumento de Rec. de Cura
250287,3,21,2,STAT_F_DEFPOW,DEF de Força
250288,3,8,2,STAT_P_DEFPOW,DEF Física
250289,3,37,90,STAT_MAXHP,HP Máx.
250290,3,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
250291,3,91,30,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
250292,3,78,3,STAT_CUTTINGPOW,ATQ de Corte
250293,3,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
250294,3,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250295,3,107,3,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
250296,3,37,120,STAT_MAXHP,HP Máx.
250297,3,108,3,STAT_F_SUBDMG,Res. Dano Força Fixo
250298,3,93,2,STAT_GIVECRIDMGINCRATE,Dano Crít.
250299,3,96,3,STAT_MAXFPRATE,Aumento de FP Máx.
250300,3,101,2,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
250301,3,151,1,STAT_PVE_ADDDMG,Dano Fixo PvE
250302,3,91,10,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
250303,3,9,1,STAT_P_HITPOW,Precisão Física
250304,3,107,1,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
250305,3,150,4,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
250306,3,8,1,STAT_P_DEFPOW,DEF Física
250307,3,21,1,STAT_F_DEFPOW,DEF de Força
250308,3,97,3,STAT_FPRECOVERY,Regen. de FP
250309,3,149,4,STAT_STIFFRESRATE,Resistência a Cambaleio
250310,3,78,2,STAT_CUTTINGPOW,ATQ de Corte
250311,3,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
250312,3,7,2,STAT_P_ATKPOW,ATQ Físico
250313,3,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
250314,3,20,2,STAT_F_ATKPOW,ATQ de Força
250315,3,100,2,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
250316,3,162,2,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
250317,3,151,2,STAT_PVE_ADDDMG,Dano Fixo PvE
250318,3,126,200,STAT_PULLHITRATE,Taxa de Acerto de Puxão
250319,3,96,4,STAT_MAXFPRATE,Aumento de FP Máx.
250320,3,163,30,STAT_SKILLDMGINC_ALL,Dano de Hab. Fixa
250321,3,22,1,STAT_F_HITPOW,Precisão de Força
250322,3,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
250323,3,42,1,STAT_CRIRESPOW,Res. a Crítico
250324,3,41,1,STAT_CRIHITPOW,Chance de Crítico
300001,0,0,0,,
300002,0,0,0,,
300003,0,0,0,,
300004,0,0,0,,
300005,0,0,0,,
300006,0,0,0,,
300007,1,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
300008,1,33,3,STAT_WEAPONATKPOW,ATQ da Arma
300009,1,96,3,STAT_MAXFPRATE,Aumento de FP Máx.
300010,1,106,3,STAT_ADDDMG,Dano Fixo
300011,0,0,0,,
300012,0,0,0,,
300013,1,78,2,STAT_CUTTINGPOW,ATQ de Corte
300014,1,83,3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
300015,1,41,3,STAT_CRIHITPOW,Chance de Crítico
300016,1,39,6,STAT_CRIDMG,Dano Crítico
300017,0,0,0,,
300018,0,0,0,,
300019,1,78,2,STAT_CUTTINGPOW,ATQ de Corte
300020,1,85,3,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
300021,1,162,6,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
300022,1,42,3,STAT_CRIRESPOW,Res. a Crítico
300023,0,0,0,,
300024,0,0,0,,
300025,1,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
300026,1,159,6,STAT_P_DEFPIERCE,Penetração de DEF Física
300027,1,40,3,STAT_DODGEPOW,Evasão
300028,1,36,3,STAT_DEFPOW,DEF
300029,0,0,0,,
300030,0,0,0,,
300031,1,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
300032,1,99,3,STAT_WEAPONATKRES,Res ATQ de Arma
300033,1,42,3,STAT_CRIRESPOW,Res. a Crítico
300034,1,95,3,STAT_MAXFP,FP Máx.
300035,0,0,0,,
300036,0,0,0,,
300037,1,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
300038,1,164,100,STAT_SKILLDMGDEC_SINGLE,Resistência a Dano Fixo de Hab. de Alvo Único
300039,1,93,2,STAT_GIVECRIDMGINCRATE,Dano Crít.
300040,1,95,3,STAT_MAXFP,FP Máx.
300041,0,0,0,,
300042,0,0,0,,
300043,0,0,0,,
300044,0,0,0,,
300045,0,0,0,,
300046,0,0,0,,
300047,0,0,0,,
300048,0,0,0,,
300049,0,0,0,,
300050,0,0,0,,
300051,0,0,0,,
300052,0,0,0,,
300053,0,0,0,,
300054,0,0,0,,
300055,0,0,0,,
300056,0,0,0,,
300057,0,0,0,,
300058,0,0,0,,
300059,0,0,0,,
300060,0,0,0,,
300061,0,0,0,,
300062,0,0,0,,
300063,0,0,0,,
300064,0,0,0,,
300065,0,0,0,,
300066,0,0,0,,
300067,0,0,0,,
300068,0,0,0,,
300069,0,0,0,,
300070,0,0,0,,
300071,0,0,0,,
300072,0,0,0,,
300073,0,0,0,,
300074,0,0,0,,
300075,0,0,0,,
300076,0,0,0,,
300077,0,0,0,,
300078,0,0,0,,
300079,0,0,0,,
300080,0,0,0,,
300081,0,0,0,,
300082,0,0,0,,
300083,3,37,90,STAT_MAXHP,HP Máx.
300084,3,103,2,STAT_DOUBLERES,Res ATQ Máx.
